Customer_ID,Cluster,Cluster_Name
13972,2,High-Value Growth Customers
11407,1,High-Revenue Enterprise Customers
10834,0,Mid-Tier Active Customers
10627,0,Mid-Tier Active Customers
13438,3,At-Risk Low Engagement Customers
12064,2,High-Value Growth Customers
13520,1,High-Revenue Enterprise Customers
10438,3,At-Risk Low Engagement Customers
13045,0,Mid-Tier Active Customers
12575,3,At-Risk Low Engagement Customers
10978,3,At-Risk Low Engagement Customers
11627,3,At-Risk Low Engagement Customers
11627,3,At-Risk Low Engagement Customers
11967,1,High-Revenue Enterprise Customers
11323,2,High-Value Growth Customers
10241,1,High-Revenue Enterprise Customers
10423,2,High-Value Growth Customers
11488,3,At-Risk Low Engagement Customers
10024,0,Mid-Tier Active Customers
12965,2,High-Value Growth Customers
10034,3,At-Risk Low Engagement Customers
14303,0,Mid-Tier Active Customers
11422,3,At-Risk Low Engagement Customers
13096,2,High-Value Growth Customers
12887,2,High-Value Growth Customers
14679,2,High-Value Growth Customers
14703,3,At-Risk Low Engagement Customers
12562,1,High-Revenue Enterprise Customers
12648,1,High-Revenue Enterprise Customers
11011,0,Mid-Tier Active Customers
14598,2,High-Value Growth Customers
11635,1,High-Revenue Enterprise Customers
10080,0,Mid-Tier Active Customers
13916,3,At-Risk Low Engagement Customers
13870,3,At-Risk Low Engagement Customers
10255,2,High-Value Growth Customers
11593,0,Mid-Tier Active Customers
11535,2,High-Value Growth Customers
13607,2,High-Value Growth Customers
10291,1,High-Revenue Enterprise Customers
10932,3,At-Risk Low Engagement Customers
10228,1,High-Revenue Enterprise Customers
12228,2,High-Value Growth Customers
11341,2,High-Value Growth Customers
13951,3,At-Risk Low Engagement Customers
11554,3,At-Risk Low Engagement Customers
10927,2,High-Value Growth Customers
14106,2,High-Value Growth Customers
11701,0,Mid-Tier Active Customers
13878,0,Mid-Tier Active Customers
10352,2,High-Value Growth Customers
12457,0,Mid-Tier Active Customers
14605,0,Mid-Tier Active Customers
14506,3,At-Risk Low Engagement Customers
13410,2,High-Value Growth Customers
14487,0,Mid-Tier Active Customers
10394,1,High-Revenue Enterprise Customers
10832,1,High-Revenue Enterprise Customers
14009,2,High-Value Growth Customers
13459,2,High-Value Growth Customers
13293,1,High-Revenue Enterprise Customers
13127,3,At-Risk Low Engagement Customers
14351,2,High-Value Growth Customers
11159,3,At-Risk Low Engagement Customers
14519,1,High-Revenue Enterprise Customers
11033,3,At-Risk Low Engagement Customers
10725,2,High-Value Growth Customers
10469,2,High-Value Growth Customers
10804,0,Mid-Tier Active Customers
13753,3,At-Risk Low Engagement Customers
13131,3,At-Risk Low Engagement Customers
12188,1,High-Revenue Enterprise Customers
13749,3,At-Risk Low Engagement Customers
12446,0,Mid-Tier Active Customers
12458,2,High-Value Growth Customers
12925,2,High-Value Growth Customers
13533,3,At-Risk Low Engagement Customers
14221,2,High-Value Growth Customers
13236,2,High-Value Growth Customers
13693,2,High-Value Growth Customers
14920,3,At-Risk Low Engagement Customers
13457,0,Mid-Tier Active Customers
12877,2,High-Value Growth Customers
13896,1,High-Revenue Enterprise Customers
14275,2,High-Value Growth Customers
10085,2,High-Value Growth Customers
11584,2,High-Value Growth Customers
10801,1,High-Revenue Enterprise Customers
14464,1,High-Revenue Enterprise Customers
14567,0,Mid-Tier Active Customers
11426,3,At-Risk Low Engagement Customers
12883,3,At-Risk Low Engagement Customers
10107,3,At-Risk Low Engagement Customers
14161,3,At-Risk Low Engagement Customers
11455,3,At-Risk Low Engagement Customers
11282,3,At-Risk Low Engagement Customers
14814,1,High-Revenue Enterprise Customers
10765,1,High-Revenue Enterprise Customers
13318,2,High-Value Growth Customers
11539,0,Mid-Tier Active Customers
12330,3,At-Risk Low Engagement Customers
10009,2,High-Value Growth Customers
10788,3,At-Risk Low Engagement Customers
11380,3,At-Risk Low Engagement Customers
14733,3,At-Risk Low Engagement Customers
13290,3,At-Risk Low Engagement Customers
10590,2,High-Value Growth Customers
12744,0,Mid-Tier Active Customers
13012,0,Mid-Tier Active Customers
11892,1,High-Revenue Enterprise Customers
11758,0,Mid-Tier Active Customers
10158,0,Mid-Tier Active Customers
13352,2,High-Value Growth Customers
10719,1,High-Revenue Enterprise Customers
10965,0,Mid-Tier Active Customers
14012,2,High-Value Growth Customers
10180,1,High-Revenue Enterprise Customers
13269,0,Mid-Tier Active Customers
13425,2,High-Value Growth Customers
14095,2,High-Value Growth Customers
12187,0,Mid-Tier Active Customers
12419,2,High-Value Growth Customers
14685,1,High-Revenue Enterprise Customers
10498,1,High-Revenue Enterprise Customers
11727,3,At-Risk Low Engagement Customers
12042,0,Mid-Tier Active Customers
12898,2,High-Value Growth Customers
11748,3,At-Risk Low Engagement Customers
12843,3,At-Risk Low Engagement Customers
14421,3,At-Risk Low Engagement Customers
14029,3,At-Risk Low Engagement Customers
11003,2,High-Value Growth Customers
10030,1,High-Revenue Enterprise Customers
11096,3,At-Risk Low Engagement Customers
14483,0,Mid-Tier Active Customers
14264,0,Mid-Tier Active Customers
13911,3,At-Risk Low Engagement Customers
11946,1,High-Revenue Enterprise Customers
14145,3,At-Risk Low Engagement Customers
13172,0,Mid-Tier Active Customers
14175,0,Mid-Tier Active Customers
11698,1,High-Revenue Enterprise Customers
14650,3,At-Risk Low Engagement Customers
10539,2,High-Value Growth Customers
14764,3,At-Risk Low Engagement Customers
13822,1,High-Revenue Enterprise Customers
14532,3,At-Risk Low Engagement Customers
14532,3,At-Risk Low Engagement Customers
14819,3,At-Risk Low Engagement Customers
13014,1,High-Revenue Enterprise Customers
13003,2,High-Value Growth Customers
10587,2,High-Value Growth Customers
10152,1,High-Revenue Enterprise Customers
10722,3,At-Risk Low Engagement Customers
14258,3,At-Risk Low Engagement Customers
14830,0,Mid-Tier Active Customers
11933,0,Mid-Tier Active Customers
13358,1,High-Revenue Enterprise Customers
14485,0,Mid-Tier Active Customers
12281,3,At-Risk Low Engagement Customers
10081,0,Mid-Tier Active Customers
14832,2,High-Value Growth Customers
13493,1,High-Revenue Enterprise Customers
11175,3,At-Risk Low Engagement Customers
10878,3,At-Risk Low Engagement Customers
10492,0,Mid-Tier Active Customers
10240,2,High-Value Growth Customers
14728,2,High-Value Growth Customers
12211,0,Mid-Tier Active Customers
12657,3,At-Risk Low Engagement Customers
12499,0,Mid-Tier Active Customers
14241,1,High-Revenue Enterprise Customers
14266,3,At-Risk Low Engagement Customers
12440,0,Mid-Tier Active Customers
10813,0,Mid-Tier Active Customers
12101,1,High-Revenue Enterprise Customers
10169,3,At-Risk Low Engagement Customers
12975,3,At-Risk Low Engagement Customers
11184,2,High-Value Growth Customers
13135,0,Mid-Tier Active Customers
14160,2,High-Value Growth Customers
14916,1,High-Revenue Enterprise Customers
10374,3,At-Risk Low Engagement Customers
14114,3,At-Risk Low Engagement Customers
12727,1,High-Revenue Enterprise Customers
11648,1,High-Revenue Enterprise Customers
10995,0,Mid-Tier Active Customers
11232,1,High-Revenue Enterprise Customers
14237,3,At-Risk Low Engagement Customers
12116,0,Mid-Tier Active Customers
12222,3,At-Risk Low Engagement Customers
12779,2,High-Value Growth Customers
10811,2,High-Value Growth Customers
10671,2,High-Value Growth Customers
11216,3,At-Risk Low Engagement Customers
10829,0,Mid-Tier Active Customers
10200,3,At-Risk Low Engagement Customers
14883,0,Mid-Tier Active Customers
10297,0,Mid-Tier Active Customers
14178,1,High-Revenue Enterprise Customers
10912,1,High-Revenue Enterprise Customers
13795,1,High-Revenue Enterprise Customers
12345,1,High-Revenue Enterprise Customers
10770,0,Mid-Tier Active Customers
11492,0,Mid-Tier Active Customers
12348,1,High-Revenue Enterprise Customers
10562,2,High-Value Growth Customers
10502,0,Mid-Tier Active Customers
10486,3,At-Risk Low Engagement Customers
13028,0,Mid-Tier Active Customers
10916,0,Mid-Tier Active Customers
14261,0,Mid-Tier Active Customers
11245,3,At-Risk Low Engagement Customers
11731,1,High-Revenue Enterprise Customers
14871,3,At-Risk Low Engagement Customers
13562,3,At-Risk Low Engagement Customers
11993,3,At-Risk Low Engagement Customers
10229,0,Mid-Tier Active Customers
14547,0,Mid-Tier Active Customers
11504,3,At-Risk Low Engagement Customers
10839,3,At-Risk Low Engagement Customers
13226,1,High-Revenue Enterprise Customers
11243,3,At-Risk Low Engagement Customers
11943,3,At-Risk Low Engagement Customers
10249,3,At-Risk Low Engagement Customers
11878,3,At-Risk Low Engagement Customers
10894,2,High-Value Growth Customers
14561,0,Mid-Tier Active Customers
12652,3,At-Risk Low Engagement Customers
13636,2,High-Value Growth Customers
11048,1,High-Revenue Enterprise Customers
14969,2,High-Value Growth Customers
14212,3,At-Risk Low Engagement Customers
10600,1,High-Revenue Enterprise Customers
12571,2,High-Value Growth Customers
11201,0,Mid-Tier Active Customers
14036,3,At-Risk Low Engagement Customers
14321,0,Mid-Tier Active Customers
12601,3,At-Risk Low Engagement Customers
13132,0,Mid-Tier Active Customers
11118,1,High-Revenue Enterprise Customers
10089,2,High-Value Growth Customers
10334,1,High-Revenue Enterprise Customers
14705,2,High-Value Growth Customers
13816,3,At-Risk Low Engagement Customers
12516,0,Mid-Tier Active Customers
11906,3,At-Risk Low Engagement Customers
13415,2,High-Value Growth Customers
12078,2,High-Value Growth Customers
14242,1,High-Revenue Enterprise Customers
13354,3,At-Risk Low Engagement Customers
13054,0,Mid-Tier Active Customers
10145,3,At-Risk Low Engagement Customers
10316,3,At-Risk Low Engagement Customers
12908,2,High-Value Growth Customers
12856,1,High-Revenue Enterprise Customers
12349,2,High-Value Growth Customers
12260,3,At-Risk Low Engagement Customers
14411,3,At-Risk Low Engagement Customers
13789,3,At-Risk Low Engagement Customers
12108,0,Mid-Tier Active Customers
14658,2,High-Value Growth Customers
13428,0,Mid-Tier Active Customers
11544,2,High-Value Growth Customers
14394,0,Mid-Tier Active Customers
11413,0,Mid-Tier Active Customers
10678,3,At-Risk Low Engagement Customers
13908,1,High-Revenue Enterprise Customers
14383,2,High-Value Growth Customers
12112,3,At-Risk Low Engagement Customers
14188,2,High-Value Growth Customers
10101,0,Mid-Tier Active Customers
12988,3,At-Risk Low Engagement Customers
14450,2,High-Value Growth Customers
11174,0,Mid-Tier Active Customers
14697,3,At-Risk Low Engagement Customers
14940,2,High-Value Growth Customers
10808,2,High-Value Growth Customers
12105,1,High-Revenue Enterprise Customers
12529,1,High-Revenue Enterprise Customers
12985,2,High-Value Growth Customers
14517,3,At-Risk Low Engagement Customers
12991,1,High-Revenue Enterprise Customers
12664,2,High-Value Growth Customers
14695,3,At-Risk Low Engagement Customers
14341,2,High-Value Growth Customers
11346,0,Mid-Tier Active Customers
14590,1,High-Revenue Enterprise Customers
12992,0,Mid-Tier Active Customers
11733,0,Mid-Tier Active Customers
12060,2,High-Value Growth Customers
13490,3,At-Risk Low Engagement Customers
11845,2,High-Value Growth Customers
14251,3,At-Risk Low Engagement Customers
11392,0,Mid-Tier Active Customers
12253,3,At-Risk Low Engagement Customers
11873,0,Mid-Tier Active Customers
14393,3,At-Risk Low Engagement Customers
14946,1,High-Revenue Enterprise Customers
11221,2,High-Value Growth Customers
12963,2,High-Value Growth Customers
11428,2,High-Value Growth Customers
13784,2,High-Value Growth Customers
12674,3,At-Risk Low Engagement Customers
12690,3,At-Risk Low Engagement Customers
13076,1,High-Revenue Enterprise Customers
10298,0,Mid-Tier Active Customers
13829,0,Mid-Tier Active Customers
11834,2,High-Value Growth Customers
11963,0,Mid-Tier Active Customers
11076,3,At-Risk Low Engagement Customers
10309,2,High-Value Growth Customers
10231,2,High-Value Growth Customers
13706,2,High-Value Growth Customers
14777,3,At-Risk Low Engagement Customers
12324,2,High-Value Growth Customers
11537,1,High-Revenue Enterprise Customers
11452,1,High-Revenue Enterprise Customers
12861,3,At-Risk Low Engagement Customers
14049,3,At-Risk Low Engagement Customers
13371,1,High-Revenue Enterprise Customers
11104,1,High-Revenue Enterprise Customers
14770,1,High-Revenue Enterprise Customers
12006,1,High-Revenue Enterprise Customers
14339,3,At-Risk Low Engagement Customers
11761,3,At-Risk Low Engagement Customers
10427,2,High-Value Growth Customers
11273,3,At-Risk Low Engagement Customers
12139,0,Mid-Tier Active Customers
11306,1,High-Revenue Enterprise Customers
10643,2,High-Value Growth Customers
11213,1,High-Revenue Enterprise Customers
11074,0,Mid-Tier Active Customers
11074,0,Mid-Tier Active Customers
11211,1,High-Revenue Enterprise Customers
10506,1,High-Revenue Enterprise Customers
14454,0,Mid-Tier Active Customers
14201,2,High-Value Growth Customers
13485,0,Mid-Tier Active Customers
12536,0,Mid-Tier Active Customers
11256,0,Mid-Tier Active Customers
11655,0,Mid-Tier Active Customers
14674,2,High-Value Growth Customers
10777,0,Mid-Tier Active Customers
13353,2,High-Value Growth Customers
11375,1,High-Revenue Enterprise Customers
11927,3,At-Risk Low Engagement Customers
10439,0,Mid-Tier Active Customers
13619,3,At-Risk Low Engagement Customers
11324,1,High-Revenue Enterprise Customers
11042,1,High-Revenue Enterprise Customers
10150,2,High-Value Growth Customers
14864,0,Mid-Tier Active Customers
12012,2,High-Value Growth Customers
11804,1,High-Revenue Enterprise Customers
12647,1,High-Revenue Enterprise Customers
14458,0,Mid-Tier Active Customers
14458,0,Mid-Tier Active Customers
13634,3,At-Risk Low Engagement Customers
13634,3,At-Risk Low Engagement Customers
10554,0,Mid-Tier Active Customers
13859,0,Mid-Tier Active Customers
14866,2,High-Value Growth Customers
10013,0,Mid-Tier Active Customers
10094,3,At-Risk Low Engagement Customers
13465,0,Mid-Tier Active Customers
13227,0,Mid-Tier Active Customers
10578,0,Mid-Tier Active Customers
13929,2,High-Value Growth Customers
13205,1,High-Revenue Enterprise Customers
12102,2,High-Value Growth Customers
11045,2,High-Value Growth Customers
13486,2,High-Value Growth Customers
11746,1,High-Revenue Enterprise Customers
12759,2,High-Value Growth Customers
14689,1,High-Revenue Enterprise Customers
12381,1,High-Revenue Enterprise Customers
14162,2,High-Value Growth Customers
14839,2,High-Value Growth Customers
10417,2,High-Value Growth Customers
12697,1,High-Revenue Enterprise Customers
14828,3,At-Risk Low Engagement Customers
11225,2,High-Value Growth Customers
14298,0,Mid-Tier Active Customers
13913,0,Mid-Tier Active Customers
10430,0,Mid-Tier Active Customers
11771,1,High-Revenue Enterprise Customers
12466,1,High-Revenue Enterprise Customers
14359,3,At-Risk Low Engagement Customers
11331,0,Mid-Tier Active Customers
11596,1,High-Revenue Enterprise Customers
10466,1,High-Revenue Enterprise Customers
10556,2,High-Value Growth Customers
14475,3,At-Risk Low Engagement Customers
11774,0,Mid-Tier Active Customers
11612,0,Mid-Tier Active Customers
12134,1,High-Revenue Enterprise Customers
11816,3,At-Risk Low Engagement Customers
14560,0,Mid-Tier Active Customers
11102,3,At-Risk Low Engagement Customers
12143,0,Mid-Tier Active Customers
12517,2,High-Value Growth Customers
10545,2,High-Value Growth Customers
13198,2,High-Value Growth Customers
11294,3,At-Risk Low Engagement Customers
10692,1,High-Revenue Enterprise Customers
14240,1,High-Revenue Enterprise Customers
10133,0,Mid-Tier Active Customers
11729,2,High-Value Growth Customers
14343,1,High-Revenue Enterprise Customers
12308,3,At-Risk Low Engagement Customers
10799,0,Mid-Tier Active Customers
13865,1,High-Revenue Enterprise Customers
11371,2,High-Value Growth Customers
11555,2,High-Value Growth Customers
14545,3,At-Risk Low Engagement Customers
14838,2,High-Value Growth Customers
13942,2,High-Value Growth Customers
14086,1,High-Revenue Enterprise Customers
13093,0,Mid-Tier Active Customers
10288,3,At-Risk Low Engagement Customers
11913,0,Mid-Tier Active Customers
13324,0,Mid-Tier Active Customers
11624,2,High-Value Growth Customers
14691,3,At-Risk Low Engagement Customers
12318,0,Mid-Tier Active Customers
12859,0,Mid-Tier Active Customers
11095,0,Mid-Tier Active Customers
11809,3,At-Risk Low Engagement Customers
12277,1,High-Revenue Enterprise Customers
11085,1,High-Revenue Enterprise Customers
12019,1,High-Revenue Enterprise Customers
12814,2,High-Value Growth Customers
13102,2,High-Value Growth Customers
11026,3,At-Risk Low Engagement Customers
11269,3,At-Risk Low Engagement Customers
13704,1,High-Revenue Enterprise Customers
12820,1,High-Revenue Enterprise Customers
13314,1,High-Revenue Enterprise Customers
12053,3,At-Risk Low Engagement Customers
14975,0,Mid-Tier Active Customers
10110,1,High-Revenue Enterprise Customers
11737,1,High-Revenue Enterprise Customers
11617,2,High-Value Growth Customers
14960,1,High-Revenue Enterprise Customers
14026,0,Mid-Tier Active Customers
14794,1,High-Revenue Enterprise Customers
11832,0,Mid-Tier Active Customers
14214,2,High-Value Growth Customers
14216,2,High-Value Growth Customers
13560,3,At-Risk Low Engagement Customers
14994,3,At-Risk Low Engagement Customers
13248,1,High-Revenue Enterprise Customers
12005,2,High-Value Growth Customers
14791,3,At-Risk Low Engagement Customers
14489,2,High-Value Growth Customers
14869,3,At-Risk Low Engagement Customers
12584,2,High-Value Growth Customers
10625,1,High-Revenue Enterprise Customers
12319,3,At-Risk Low Engagement Customers
11130,1,High-Revenue Enterprise Customers
12686,1,High-Revenue Enterprise Customers
11502,1,High-Revenue Enterprise Customers
13930,1,High-Revenue Enterprise Customers
13616,0,Mid-Tier Active Customers
12635,3,At-Risk Low Engagement Customers
10415,2,High-Value Growth Customers
13772,0,Mid-Tier Active Customers
12216,2,High-Value Growth Customers
12227,1,High-Revenue Enterprise Customers
14045,3,At-Risk Low Engagement Customers
11546,3,At-Risk Low Engagement Customers
12802,3,At-Risk Low Engagement Customers
10253,3,At-Risk Low Engagement Customers
14801,3,At-Risk Low Engagement Customers
10351,0,Mid-Tier Active Customers
13292,0,Mid-Tier Active Customers
14529,2,High-Value Growth Customers
10458,3,At-Risk Low Engagement Customers
12771,2,High-Value Growth Customers
10091,2,High-Value Growth Customers
13140,3,At-Risk Low Engagement Customers
14659,0,Mid-Tier Active Customers
10027,3,At-Risk Low Engagement Customers
10182,1,High-Revenue Enterprise Customers
14407,1,High-Revenue Enterprise Customers
11719,0,Mid-Tier Active Customers
11030,3,At-Risk Low Engagement Customers
11030,3,At-Risk Low Engagement Customers
13239,3,At-Risk Low Engagement Customers
13439,2,High-Value Growth Customers
13893,3,At-Risk Low Engagement Customers
11616,2,High-Value Growth Customers
12371,3,At-Risk Low Engagement Customers
14016,3,At-Risk Low Engagement Customers
14445,2,High-Value Growth Customers
14099,0,Mid-Tier Active Customers
14790,0,Mid-Tier Active Customers
11673,0,Mid-Tier Active Customers
11919,1,High-Revenue Enterprise Customers
10070,3,At-Risk Low Engagement Customers
13628,0,Mid-Tier Active Customers
13844,0,Mid-Tier Active Customers
11833,3,At-Risk Low Engagement Customers
11744,1,High-Revenue Enterprise Customers
10204,2,High-Value Growth Customers
11261,2,High-Value Growth Customers
13872,2,High-Value Growth Customers
12765,2,High-Value Growth Customers
10388,0,Mid-Tier Active Customers
10843,3,At-Risk Low Engagement Customers
11644,2,High-Value Growth Customers
12670,3,At-Risk Low Engagement Customers
12245,3,At-Risk Low Engagement Customers
14125,0,Mid-Tier Active Customers
12795,0,Mid-Tier Active Customers
10222,3,At-Risk Low Engagement Customers
13904,3,At-Risk Low Engagement Customers
14356,1,High-Revenue Enterprise Customers
12343,0,Mid-Tier Active Customers
14537,0,Mid-Tier Active Customers
11551,2,High-Value Growth Customers
13124,3,At-Risk Low Engagement Customers
12092,0,Mid-Tier Active Customers
12955,3,At-Risk Low Engagement Customers
14673,2,High-Value Growth Customers
10178,1,High-Revenue Enterprise Customers
14140,1,High-Revenue Enterprise Customers
14316,0,Mid-Tier Active Customers
14406,0,Mid-Tier Active Customers
10706,1,High-Revenue Enterprise Customers
12860,3,At-Risk Low Engagement Customers
12373,3,At-Risk Low Engagement Customers
13373,0,Mid-Tier Active Customers
11984,2,High-Value Growth Customers
10656,3,At-Risk Low Engagement Customers
10655,1,High-Revenue Enterprise Customers
12978,1,High-Revenue Enterprise Customers
13085,1,High-Revenue Enterprise Customers
13200,0,Mid-Tier Active Customers
12158,2,High-Value Growth Customers
12299,2,High-Value Growth Customers
11533,0,Mid-Tier Active Customers
10654,2,High-Value Growth Customers
13098,3,At-Risk Low Engagement Customers
14484,2,High-Value Growth Customers
12804,1,High-Revenue Enterprise Customers
13159,0,Mid-Tier Active Customers
12808,1,High-Revenue Enterprise Customers
11469,0,Mid-Tier Active Customers
13847,1,High-Revenue Enterprise Customers
10220,1,High-Revenue Enterprise Customers
13001,1,High-Revenue Enterprise Customers
10879,0,Mid-Tier Active Customers
10583,2,High-Value Growth Customers
13571,0,Mid-Tier Active Customers
13856,2,High-Value Growth Customers
13856,2,High-Value Growth Customers
10044,3,At-Risk Low Engagement Customers
10211,1,High-Revenue Enterprise Customers
12168,3,At-Risk Low Engagement Customers
10355,3,At-Risk Low Engagement Customers
11097,2,High-Value Growth Customers
11420,0,Mid-Tier Active Customers
10953,2,High-Value Growth Customers
10684,3,At-Risk Low Engagement Customers
10368,1,High-Revenue Enterprise Customers
14784,0,Mid-Tier Active Customers
13962,2,High-Value Growth Customers
11700,1,High-Revenue Enterprise Customers
10136,2,High-Value Growth Customers
13722,3,At-Risk Low Engagement Customers
10048,2,High-Value Growth Customers
12504,1,High-Revenue Enterprise Customers
11336,1,High-Revenue Enterprise Customers
14542,2,High-Value Growth Customers
11894,2,High-Value Growth Customers
13594,2,High-Value Growth Customers
11814,2,High-Value Growth Customers
12115,2,High-Value Growth Customers
10062,3,At-Risk Low Engagement Customers
12793,0,Mid-Tier Active Customers
13408,2,High-Value Growth Customers
10096,1,High-Revenue Enterprise Customers
10882,0,Mid-Tier Active Customers
10479,0,Mid-Tier Active Customers
11898,2,High-Value Growth Customers
12729,3,At-Risk Low Engagement Customers
11780,3,At-Risk Low Engagement Customers
13158,2,High-Value Growth Customers
10712,1,High-Revenue Enterprise Customers
12663,3,At-Risk Low Engagement Customers
12183,0,Mid-Tier Active Customers
12973,2,High-Value Growth Customers
13308,2,High-Value Growth Customers
10323,3,At-Risk Low Engagement Customers
13842,1,High-Revenue Enterprise Customers
11438,3,At-Risk Low Engagement Customers
12358,3,At-Risk Low Engagement Customers
11633,0,Mid-Tier Active Customers
13606,2,High-Value Growth Customers
13095,3,At-Risk Low Engagement Customers
11768,2,High-Value Growth Customers
13152,0,Mid-Tier Active Customers
14141,3,At-Risk Low Engagement Customers
10880,1,High-Revenue Enterprise Customers
10292,2,High-Value Growth Customers
11542,2,High-Value Growth Customers
12735,2,High-Value Growth Customers
10534,1,High-Revenue Enterprise Customers
11703,3,At-Risk Low Engagement Customers
13997,2,High-Value Growth Customers
11861,0,Mid-Tier Active Customers
11621,2,High-Value Growth Customers
11836,2,High-Value Growth Customers
10658,2,High-Value Growth Customers
12703,3,At-Risk Low Engagement Customers
11724,1,High-Revenue Enterprise Customers
13440,0,Mid-Tier Active Customers
13440,0,Mid-Tier Active Customers
11534,1,High-Revenue Enterprise Customers
10429,2,High-Value Growth Customers
11891,2,High-Value Growth Customers
13218,2,High-Value Growth Customers
10242,1,High-Revenue Enterprise Customers
13624,0,Mid-Tier Active Customers
14719,3,At-Risk Low Engagement Customers
12926,0,Mid-Tier Active Customers
10734,3,At-Risk Low Engagement Customers
10806,2,High-Value Growth Customers
12535,1,High-Revenue Enterprise Customers
14333,2,High-Value Growth Customers
12510,0,Mid-Tier Active Customers
10732,2,High-Value Growth Customers
13586,1,High-Revenue Enterprise Customers
11841,2,High-Value Growth Customers
13480,1,High-Revenue Enterprise Customers
12906,0,Mid-Tier Active Customers
12906,0,Mid-Tier Active Customers
14665,1,High-Revenue Enterprise Customers
14552,1,High-Revenue Enterprise Customers
11176,0,Mid-Tier Active Customers
11339,1,High-Revenue Enterprise Customers
14548,2,High-Value Growth Customers
12342,2,High-Value Growth Customers
14387,3,At-Risk Low Engagement Customers
13434,2,High-Value Growth Customers
14645,2,High-Value Growth Customers
12901,3,At-Risk Low Engagement Customers
13359,0,Mid-Tier Active Customers
13321,2,High-Value Growth Customers
11116,2,High-Value Growth Customers
10103,2,High-Value Growth Customers
14877,2,High-Value Growth Customers
11877,2,High-Value Growth Customers
14858,0,Mid-Tier Active Customers
11871,3,At-Risk Low Engagement Customers
11859,2,High-Value Growth Customers
12296,2,High-Value Growth Customers
10071,2,High-Value Growth Customers
13209,2,High-Value Growth Customers
11925,2,High-Value Growth Customers
12237,2,High-Value Growth Customers
12174,2,High-Value Growth Customers
14063,2,High-Value Growth Customers
13935,3,At-Risk Low Engagement Customers
12243,3,At-Risk Low Engagement Customers
13521,3,At-Risk Low Engagement Customers
13231,3,At-Risk Low Engagement Customers
13564,2,High-Value Growth Customers
13464,2,High-Value Growth Customers
14758,0,Mid-Tier Active Customers
10766,2,High-Value Growth Customers
14515,2,High-Value Growth Customers
11619,0,Mid-Tier Active Customers
10743,1,High-Revenue Enterprise Customers
13999,3,At-Risk Low Engagement Customers
11434,2,High-Value Growth Customers
11293,0,Mid-Tier Active Customers
11035,3,At-Risk Low Engagement Customers
14211,0,Mid-Tier Active Customers
12221,3,At-Risk Low Engagement Customers
10812,2,High-Value Growth Customers
10908,2,High-Value Growth Customers
10890,1,High-Revenue Enterprise Customers
12145,3,At-Risk Low Engagement Customers
14870,0,Mid-Tier Active Customers
12576,0,Mid-Tier Active Customers
10382,0,Mid-Tier Active Customers
