Customer_ID,Churn_Probability,Dataset_x,Predicted_Revenue,Dataset_y,Cluster,Cluster_Name
10538,9.0355665e-05,Train,6328.39,Train,2,High-Value Growth Customers
11299,0.0002782545,Train,15424.325,Test,1,High-Revenue Enterprise Customers
12915,0.0044529075,Train,0.0,Test,3,At-Risk Low Engagement Customers
14158,0.00011133764,Train,19751.135,Train,2,High-Value Growth Customers
11265,0.000523903,Train,10805.85,Train,1,High-Revenue Enterprise Customers
11378,0.00025774998,Train,1047.41,Train,0,Mid-Tier Active Customers
13994,0.9962769,Train,380.025,Train,3,At-Risk Low Engagement Customers
12836,0.00014640657,Train,15636.725,Train,1,High-Revenue Enterprise Customers
12822,5.334752e-05,Train,3132.82,Train,0,Mid-Tier Active Customers
12855,0.0022024403,Train,8.7,Train,0,Mid-Tier Active Customers
11898,8.674539e-05,Train,21472.09,Test,2,High-Value Growth Customers
12873,7.9182726e-05,Train,17.01,Train,2,High-Value Growth Customers
11268,5.1052666e-05,Train,4014.005,Train,1,High-Revenue Enterprise Customers
11268,5.1052666e-05,Train,4014.005,Train,1,High-Revenue Enterprise Customers
11268,5.1052666e-05,Train,4015.37,Train,1,High-Revenue Enterprise Customers
11268,5.1052666e-05,Train,4015.37,Train,1,High-Revenue Enterprise Customers
14641,5.4537817e-05,Train,277.525,Train,2,High-Value Growth Customers
11182,0.00010995066,Train,23943.555,Test,2,High-Value Growth Customers
10835,0.00017124614,Train,17541.815,Train,1,High-Revenue Enterprise Customers
13704,0.98746675,Train,1012.25,Train,1,High-Revenue Enterprise Customers
14782,7.5111995e-05,Train,1411.44,Train,0,Mid-Tier Active Customers
12665,0.0001738537,Train,1302.195,Train,3,At-Risk Low Engagement Customers
14425,6.949208e-05,Train,1880.915,Test,0,Mid-Tier Active Customers
12487,4.7416295e-05,Train,2521.525,Train,0,Mid-Tier Active Customers
13034,0.00017276386,Train,21016.635,Train,2,High-Value Growth Customers
12048,0.9995296,Train,316.1,Train,3,At-Risk Low Engagement Customers
10863,2.746187e-05,Train,402.44,Train,0,Mid-Tier Active Customers
14585,0.0005359187,Train,8162.105,Train,1,High-Revenue Enterprise Customers
13113,0.00011266279,Train,2292.29,Test,0,Mid-Tier Active Customers
12570,0.004323325,Train,223.22,Train,0,Mid-Tier Active Customers
10542,0.00032090163,Train,11012.65,Train,1,High-Revenue Enterprise Customers
14006,8.4095904e-05,Train,298.23,Train,2,High-Value Growth Customers
11151,7.809904e-05,Train,13046.835,Train,2,High-Value Growth Customers
12878,0.00013312924,Train,1003.115,Train,3,At-Risk Low Engagement Customers
12782,0.97389954,Train,5151.06,Train,2,High-Value Growth Customers
14894,0.00045517072,Train,1.01,Train,2,High-Value Growth Customers
13250,0.99956256,Train,188.36,Train,3,At-Risk Low Engagement Customers
12799,0.0018088106,Train,5875.605,Train,1,High-Revenue Enterprise Customers
10166,0.9980787,Train,2.34,Train,3,At-Risk Low Engagement Customers
12318,0.00018443656,Train,340.455,Train,0,Mid-Tier Active Customers
13987,8.2016486e-05,Train,26847.73,Train,2,High-Value Growth Customers
14763,0.9998324,Train,1.565,Train,0,Mid-Tier Active Customers
12297,0.00056405825,Train,153.465,Test,0,Mid-Tier Active Customers
11556,6.323324e-05,Train,10834.825,Train,1,High-Revenue Enterprise Customers
13213,2.9013467e-05,Train,3244.635,Train,0,Mid-Tier Active Customers
13218,0.00064850645,Train,4014.525,Train,2,High-Value Growth Customers
12605,0.00024293436,Train,0.72,Train,2,High-Value Growth Customers
10735,0.00027643028,Train,16306.485,Test,2,High-Value Growth Customers
13224,9.481313e-05,Train,328.115,Test,0,Mid-Tier Active Customers
13933,0.0031907915,Train,1663.23,Train,3,At-Risk Low Engagement Customers
14180,5.4334636e-05,Train,4242.1,Train,1,High-Revenue Enterprise Customers
10584,0.00078669644,Train,27.04,Train,3,At-Risk Low Engagement Customers
10615,5.3843127e-05,Train,7887.875,Train,2,High-Value Growth Customers
14035,0.00017806301,Train,31364.065,Train,2,High-Value Growth Customers
12497,0.00053679163,Train,9256.515,Train,1,High-Revenue Enterprise Customers
12659,0.00026209358,Train,10575.505,Train,2,High-Value Growth Customers
12549,8.263612e-05,Train,3069.63,Train,3,At-Risk Low Engagement Customers
14406,2.3209202e-05,Train,3315.62,Train,0,Mid-Tier Active Customers
10011,0.010483159,Train,1.68,Test,3,At-Risk Low Engagement Customers
14276,0.00018658034,Train,14860.55,Train,2,High-Value Growth Customers
14736,0.9981901,Train,188.92,Train,0,Mid-Tier Active Customers
14716,0.0001438748,Train,19200.975,Test,2,High-Value Growth Customers
11122,0.00010866694,Train,15836.465,Train,2,High-Value Growth Customers
13585,0.0006132325,Train,3.68,Train,0,Mid-Tier Active Customers
10606,0.00023361247,Train,7024.605,Train,1,High-Revenue Enterprise Customers
13351,0.0027702963,Train,0.11,Train,2,High-Value Growth Customers
14499,0.0002480127,Train,239.125,Train,0,Mid-Tier Active Customers
14324,2.4593995e-05,Train,1781.415,Train,2,High-Value Growth Customers
14453,7.07887e-05,Train,4645.85,Train,1,High-Revenue Enterprise Customers
11388,0.00034505347,Train,2414.085,Test,3,At-Risk Low Engagement Customers
14346,0.00015130486,Train,1668.79,Test,0,Mid-Tier Active Customers
12080,5.185792e-05,Train,5515.215,Train,2,High-Value Growth Customers
11719,5.501462e-05,Train,3496.92,Train,0,Mid-Tier Active Customers
11941,0.0011183252,Train,316.025,Test,2,High-Value Growth Customers
10473,3.9935294e-05,Train,5959.765,Test,2,High-Value Growth Customers
14458,4.5671957e-05,Train,425.625,Train,0,Mid-Tier Active Customers
14458,4.5671957e-05,Train,425.625,Train,0,Mid-Tier Active Customers
14458,4.5671957e-05,Train,425.625,Test,0,Mid-Tier Active Customers
14458,4.5671957e-05,Train,425.625,Test,0,Mid-Tier Active Customers
11442,9.0893795e-05,Train,361.255,Train,2,High-Value Growth Customers
10195,4.1972256e-05,Train,2421.37,Test,2,High-Value Growth Customers
14584,6.701718e-05,Train,5908.74,Test,1,High-Revenue Enterprise Customers
12150,3.2451062e-05,Train,5303.93,Test,2,High-Value Growth Customers
11258,0.0002025483,Train,8932.75,Train,1,High-Revenue Enterprise Customers
13910,0.00027063885,Train,7.705,Train,0,Mid-Tier Active Customers
11452,8.413745e-05,Train,13468.2,Train,1,High-Revenue Enterprise Customers
13008,0.00013310094,Train,15345.145,Train,2,High-Value Growth Customers
12109,0.996151,Train,271.765,Train,3,At-Risk Low Engagement Customers
12437,0.9896181,Train,544.805,Test,1,High-Revenue Enterprise Customers
12103,6.806143e-05,Train,1542.22,Train,0,Mid-Tier Active Customers
13647,0.0016331498,Train,34.24,Train,3,At-Risk Low Engagement Customers
10540,0.0009774412,Train,6252.89,Test,1,High-Revenue Enterprise Customers
11443,8.520623e-05,Train,13076.815,Train,2,High-Value Growth Customers
11329,0.0001055375,Train,20426.9,Train,2,High-Value Growth Customers
14892,3.765982e-05,Train,4458.855,Train,2,High-Value Growth Customers
11860,0.9972269,Train,684.53,Test,2,High-Value Growth Customers
12504,8.563208e-05,Train,3609.905,Test,1,High-Revenue Enterprise Customers
12989,7.405251e-05,Train,8792.45,Train,2,High-Value Growth Customers
12413,0.00035886746,Train,1558.9,Train,3,At-Risk Low Engagement Customers
12649,6.7047855e-05,Train,15623.975,Train,1,High-Revenue Enterprise Customers
13423,0.0016965162,Train,2.88,Train,0,Mid-Tier Active Customers
13397,0.00017663058,Train,20448.925,Train,2,High-Value Growth Customers
12324,5.5552675e-05,Train,854.225,Train,2,High-Value Growth Customers
11890,0.9997398,Train,5.985,Train,3,At-Risk Low Engagement Customers
11746,0.00018740674,Train,12563.7,Train,1,High-Revenue Enterprise Customers
12563,7.115587e-05,Train,8155.97,Train,1,High-Revenue Enterprise Customers
11116,0.0001886026,Train,125.24,Train,2,High-Value Growth Customers
13315,0.0001651418,Train,4529.945,Train,2,High-Value Growth Customers
13315,0.0001651418,Train,4529.945,Train,2,High-Value Growth Customers
13315,0.0001651418,Train,4553.67,Train,2,High-Value Growth Customers
13315,0.0001651418,Train,4553.67,Train,2,High-Value Growth Customers
10444,9.6127165e-05,Train,219.735,Train,2,High-Value Growth Customers
11446,0.000338197,Train,3667.02,Test,1,High-Revenue Enterprise Customers
13975,8.007136e-05,Train,27517.6,Test,2,High-Value Growth Customers
11390,0.0009776931,Train,2786.925,Test,2,High-Value Growth Customers
10058,0.00032358084,Train,14089.23,Train,1,High-Revenue Enterprise Customers
10176,5.4113167e-05,Train,25346.19,Train,2,High-Value Growth Customers
11796,6.667188e-05,Train,23849.61,Train,2,High-Value Growth Customers
10275,0.00036063747,Train,11040.795,Train,1,High-Revenue Enterprise Customers
14662,0.98361444,Train,3.04,Test,3,At-Risk Low Engagement Customers
14967,0.00015738583,Train,2479.365,Train,3,At-Risk Low Engagement Customers
10881,0.0002328,Train,3029.89,Train,3,At-Risk Low Engagement Customers
12810,9.9339835e-05,Train,23604.855,Train,2,High-Value Growth Customers
11214,0.9985746,Train,38.95,Train,3,At-Risk Low Engagement Customers
11514,2.9860636e-05,Train,59.5,Train,0,Mid-Tier Active Customers
14623,6.240036e-05,Train,2522.415,Train,0,Mid-Tier Active Customers
10869,0.00058824226,Train,19859.65,Train,2,High-Value Growth Customers
12948,9.35077e-05,Train,11769.76,Train,1,High-Revenue Enterprise Customers
11298,0.0001507845,Train,696.11,Train,2,High-Value Growth Customers
14773,9.634401e-05,Train,335.58,Test,2,High-Value Growth Customers
12538,0.00048606214,Train,1961.585,Train,3,At-Risk Low Engagement Customers
14524,5.639776e-05,Train,345.58,Test,0,Mid-Tier Active Customers
10802,0.9892347,Train,113.55,Train,3,At-Risk Low Engagement Customers
14217,0.0049460307,Train,94.525,Train,0,Mid-Tier Active Customers
14428,0.00012797877,Train,15105.99,Train,2,High-Value Growth Customers
10265,0.00047987164,Train,7416.24,Test,1,High-Revenue Enterprise Customers
12134,0.00019007213,Train,8499.675,Train,1,High-Revenue Enterprise Customers
11722,0.00016723508,Train,25570.625,Train,2,High-Value Growth Customers
12608,0.00010500617,Train,17549.33,Train,2,High-Value Growth Customers
13964,5.7969086e-05,Train,9796.695,Train,2,High-Value Growth Customers
12093,0.00071992015,Train,5009.09,Train,1,High-Revenue Enterprise Customers
14455,5.9401114e-05,Train,2549.505,Train,3,At-Risk Low Engagement Customers
14640,9.4470815e-05,Train,24596.11,Train,2,High-Value Growth Customers
14297,0.9963276,Train,251.135,Train,3,At-Risk Low Engagement Customers
12938,0.0002670532,Train,18.745,Train,2,High-Value Growth Customers
10956,0.00015331557,Train,445.385,Test,0,Mid-Tier Active Customers
12090,0.99972826,Train,224.69,Train,3,At-Risk Low Engagement Customers
11517,3.3434935e-05,Train,357.955,Train,2,High-Value Growth Customers
13699,0.00011837626,Train,12132.065,Test,2,High-Value Growth Customers
10322,0.002881888,Train,184.25,Train,3,At-Risk Low Engagement Customers
10322,0.002881888,Train,184.25,Train,3,At-Risk Low Engagement Customers
10322,0.002881888,Train,184.25,Train,3,At-Risk Low Engagement Customers
10322,0.002881888,Train,184.25,Train,3,At-Risk Low Engagement Customers
12758,0.00029934084,Train,10660.885,Train,1,High-Revenue Enterprise Customers
12045,0.00012777514,Train,4575.5,Test,1,High-Revenue Enterprise Customers
10874,0.0003919747,Train,1130.19,Train,3,At-Risk Low Engagement Customers
14168,9.396499e-05,Train,3081.79,Train,3,At-Risk Low Engagement Customers
12191,0.00010558128,Train,26284.37,Train,2,High-Value Growth Customers
10062,8.155299e-05,Train,1318.82,Train,3,At-Risk Low Engagement Customers
11027,8.436225e-05,Train,4549.955,Train,1,High-Revenue Enterprise Customers
13701,3.3715547e-05,Train,6161.85,Train,1,High-Revenue Enterprise Customers
12964,0.000113609574,Train,97.625,Train,0,Mid-Tier Active Customers
14409,0.9893456,Train,6.52,Train,0,Mid-Tier Active Customers
13688,0.00034159468,Train,5.16,Train,0,Mid-Tier Active Customers
14519,0.00020448623,Train,11188.875,Test,1,High-Revenue Enterprise Customers
13495,3.7275327e-05,Train,4052.33,Test,2,High-Value Growth Customers
10967,0.0013363257,Train,46.89,Train,0,Mid-Tier Active Customers
11567,3.6201953e-05,Train,3313.165,Test,2,High-Value Growth Customers
11601,0.00017022782,Train,9159.16,Train,1,High-Revenue Enterprise Customers
14203,0.00015364338,Train,24001.46,Train,2,High-Value Growth Customers
11928,9.321995e-05,Train,255.625,Train,0,Mid-Tier Active Customers
14575,2.8882694e-05,Train,6797.615,Test,1,High-Revenue Enterprise Customers
13894,0.024092156,Train,0.01,Test,3,At-Risk Low Engagement Customers
13491,0.0001870654,Train,1416.775,Train,0,Mid-Tier Active Customers
14237,3.9502174e-05,Train,3383.6,Train,3,At-Risk Low Engagement Customers
13924,0.00019344415,Train,8668.46,Test,1,High-Revenue Enterprise Customers
11751,5.7283818e-05,Train,5434.125,Test,1,High-Revenue Enterprise Customers
12638,4.0183302e-05,Train,3099.35,Test,2,High-Value Growth Customers
10778,0.00013964075,Train,43564.785,Train,2,High-Value Growth Customers
13663,0.00017489734,Train,46.155,Train,0,Mid-Tier Active Customers
11682,4.0075767e-05,Train,643.34,Train,0,Mid-Tier Active Customers
10101,0.99880075,Train,11.06,Train,0,Mid-Tier Active Customers
10276,0.995622,Train,1.365,Test,3,At-Risk Low Engagement Customers
12365,7.5446376e-05,Train,743.175,Train,0,Mid-Tier Active Customers
12365,7.5446376e-05,Train,743.175,Train,0,Mid-Tier Active Customers
12365,7.5446376e-05,Train,743.175,Train,0,Mid-Tier Active Customers
12365,7.5446376e-05,Train,743.175,Train,0,Mid-Tier Active Customers
13606,6.15717e-05,Train,19797.39,Train,2,High-Value Growth Customers
14371,4.223219e-05,Train,3428.35,Train,2,High-Value Growth Customers
13284,3.5508878e-05,Train,5553.28,Train,2,High-Value Growth Customers
14937,0.00037983982,Train,2489.155,Test,3,At-Risk Low Engagement Customers
11575,5.3493168e-05,Train,1984.86,Train,2,High-Value Growth Customers
12695,0.0010032672,Train,1.025,Train,0,Mid-Tier Active Customers
14858,3.727664e-05,Train,3434.55,Train,0,Mid-Tier Active Customers
13503,6.275986e-05,Train,18460.98,Train,2,High-Value Growth Customers
11001,0.0001728596,Train,27529.93,Train,2,High-Value Growth Customers
11103,0.00019442994,Train,7.735,Train,0,Mid-Tier Active Customers
10136,9.2006085e-05,Train,5809.11,Train,2,High-Value Growth Customers
12406,0.00024751402,Train,18054.975,Train,2,High-Value Growth Customers
13731,5.199291e-05,Train,933.325,Train,0,Mid-Tier Active Customers
10229,4.3589764e-05,Train,3061.695,Train,0,Mid-Tier Active Customers
12623,6.620614e-05,Train,28245.605,Train,2,High-Value Growth Customers
10010,0.00086475484,Train,3117.425,Test,3,At-Risk Low Engagement Customers
13596,0.00052258134,Train,41.71,Train,0,Mid-Tier Active Customers
12290,4.8378435e-05,Train,776.66,Train,2,High-Value Growth Customers
14911,6.242673e-05,Train,15789.96,Test,2,High-Value Growth Customers
11229,0.00040310496,Train,9231.09,Train,1,High-Revenue Enterprise Customers
11667,9.1357906e-05,Train,5668.565,Train,1,High-Revenue Enterprise Customers
10751,0.000104578176,Train,20014.225,Train,2,High-Value Growth Customers
10372,0.00015139795,Train,69.97,Test,2,High-Value Growth Customers
14202,0.00028021366,Train,2180.83,Test,1,High-Revenue Enterprise Customers
11209,0.00020994573,Train,16617.625,Train,2,High-Value Growth Customers
11770,0.00010746643,Train,8324.32,Train,1,High-Revenue Enterprise Customers
10609,0.00072056777,Train,1145.77,Train,0,Mid-Tier Active Customers
10757,0.9998233,Train,56.265,Train,3,At-Risk Low Engagement Customers
12516,0.00012480322,Train,1095.135,Train,0,Mid-Tier Active Customers
13101,9.5437485e-05,Train,1312.29,Train,0,Mid-Tier Active Customers
14295,0.00014911036,Train,4927.195,Test,1,High-Revenue Enterprise Customers
10138,0.0009570523,Train,2468.37,Train,3,At-Risk Low Engagement Customers
10560,0.9908937,Train,198.51,Test,3,At-Risk Low Engagement Customers
13061,0.00015924091,Train,165.99,Train,0,Mid-Tier Active Customers
12919,8.048811e-05,Train,572.415,Train,2,High-Value Growth Customers
13906,0.00031758053,Train,4.53,Train,0,Mid-Tier Active Customers
11919,0.0001137609,Train,8722.49,Train,1,High-Revenue Enterprise Customers
13043,0.00014306589,Train,7.105,Train,0,Mid-Tier Active Customers
10714,0.000247873,Train,79.18,Train,0,Mid-Tier Active Customers
11294,0.008475589,Train,6.38,Train,3,At-Risk Low Engagement Customers
11537,5.982503e-05,Train,8294.85,Test,1,High-Revenue Enterprise Customers
13147,0.00017548451,Train,9.395,Train,0,Mid-Tier Active Customers
13276,3.949272e-05,Train,6011.525,Train,1,High-Revenue Enterprise Customers
12142,0.00068713666,Train,24.235,Train,3,At-Risk Low Engagement Customers
10253,0.007852902,Train,1.69,Test,3,At-Risk Low Engagement Customers
13787,7.081098e-05,Train,1335.3,Train,0,Mid-Tier Active Customers
13888,0.00062062225,Train,2968.975,Train,0,Mid-Tier Active Customers
11953,7.416296e-05,Train,5068.495,Test,1,High-Revenue Enterprise Customers
10016,0.000103382205,Train,27295.32,Test,2,High-Value Growth Customers
11255,0.00014858607,Train,242.84,Test,2,High-Value Growth Customers
14874,0.0059587266,Train,1.835,Train,0,Mid-Tier Active Customers
13049,7.780416e-05,Train,7724.31,Train,1,High-Revenue Enterprise Customers
13248,0.00039451243,Train,6056.995,Train,1,High-Revenue Enterprise Customers
14187,0.00019891933,Train,122.235,Train,2,High-Value Growth Customers
12352,4.7063157e-05,Train,4313.585,Train,1,High-Revenue Enterprise Customers
10669,6.3318745e-05,Train,114.77,Train,2,High-Value Growth Customers
10879,0.99898964,Train,4.84,Test,0,Mid-Tier Active Customers
10459,4.543026e-05,Train,1408.04,Train,0,Mid-Tier Active Customers
14906,0.00035726905,Train,87.85,Train,0,Mid-Tier Active Customers
14334,0.016747333,Train,690.51,Train,3,At-Risk Low Engagement Customers
12893,7.949345e-05,Train,11921.32,Train,1,High-Revenue Enterprise Customers
11745,0.0002889751,Train,11745.035,Test,1,High-Revenue Enterprise Customers
11352,0.0001522251,Train,177.785,Train,0,Mid-Tier Active Customers
11775,5.594667e-05,Train,862.51,Train,0,Mid-Tier Active Customers
11630,0.00024980682,Train,27.645,Train,3,At-Risk Low Engagement Customers
14161,0.99887925,Train,382.56,Train,3,At-Risk Low Engagement Customers
12421,0.000106643325,Train,16504.68,Train,2,High-Value Growth Customers
12616,0.00014675711,Train,1338.09,Train,3,At-Risk Low Engagement Customers
10172,0.00055481296,Train,654.025,Train,3,At-Risk Low Engagement Customers
13362,0.007339497,Train,0.02,Train,3,At-Risk Low Engagement Customers
12505,5.519518e-05,Train,19013.475,Train,2,High-Value Growth Customers
13666,0.9744986,Train,0.035,Train,3,At-Risk Low Engagement Customers
10703,0.00010228718,Train,10312.42,Train,2,High-Value Growth Customers
11118,0.00018162129,Train,8366.99,Train,1,High-Revenue Enterprise Customers
12680,0.00038363523,Train,60.475,Train,3,At-Risk Low Engagement Customers
11697,0.0002975176,Train,20835.505,Train,2,High-Value Growth Customers
11951,0.9993175,Train,193.825,Train,0,Mid-Tier Active Customers
14517,0.0021520415,Train,320.695,Train,3,At-Risk Low Engagement Customers
11648,5.480161e-05,Train,11042.8,Train,1,High-Revenue Enterprise Customers
12598,0.00024323494,Train,28.17,Train,3,At-Risk Low Engagement Customers
13767,0.99354595,Train,122.355,Train,3,At-Risk Low Engagement Customers
11456,5.3824442e-05,Train,126.36,Test,2,High-Value Growth Customers
10431,0.0003421318,Train,2976.87,Train,1,High-Revenue Enterprise Customers
12407,0.97859186,Train,628.155,Train,1,High-Revenue Enterprise Customers
13192,0.00023794657,Train,13.465,Test,2,High-Value Growth Customers
11079,0.00012915654,Train,6933.59,Train,1,High-Revenue Enterprise Customers
12082,8.7724904e-05,Train,9697.58,Train,2,High-Value Growth Customers
11814,7.662971e-05,Train,27401.82,Train,2,High-Value Growth Customers
12448,0.9995907,Train,179.38,Train,1,High-Revenue Enterprise Customers
13922,0.0072059664,Train,34.02,Train,0,Mid-Tier Active Customers
14456,0.9997081,Train,36.95,Train,3,At-Risk Low Engagement Customers
13054,0.00039302258,Train,89.155,Test,0,Mid-Tier Active Customers
13848,0.0030557823,Train,3160.0,Train,0,Mid-Tier Active Customers
12268,0.0036492033,Train,102.61,Train,3,At-Risk Low Engagement Customers
12221,0.9992642,Train,35.2,Train,3,At-Risk Low Engagement Customers
12302,0.00060593855,Train,70.11,Train,0,Mid-Tier Active Customers
12340,0.00028675183,Train,0.83,Train,2,High-Value Growth Customers
10918,8.608714e-05,Train,12812.79,Train,2,High-Value Growth Customers
11018,3.6744164e-05,Train,2876.645,Train,1,High-Revenue Enterprise Customers
13917,0.0001954392,Train,1046.82,Train,3,At-Risk Low Engagement Customers
11882,0.0011614392,Train,5.715,Train,0,Mid-Tier Active Customers
14878,6.3537394e-05,Train,2077.085,Test,0,Mid-Tier Active Customers
14618,0.00012636934,Train,2351.535,Train,3,At-Risk Low Engagement Customers
14363,5.029477e-05,Train,659.045,Train,0,Mid-Tier Active Customers
14363,5.029477e-05,Train,659.045,Train,0,Mid-Tier Active Customers
14363,5.029477e-05,Train,659.045,Train,0,Mid-Tier Active Customers
14363,5.029477e-05,Train,659.045,Train,0,Mid-Tier Active Customers
14587,0.0001675332,Train,2698.01,Test,3,At-Risk Low Engagement Customers
12821,8.810198e-05,Train,915.005,Train,2,High-Value Growth Customers
12732,5.5160817e-05,Train,19404.835,Train,2,High-Value Growth Customers
14270,0.0028336868,Train,1690.66,Train,0,Mid-Tier Active Customers
12846,0.000103365455,Train,5643.08,Train,1,High-Revenue Enterprise Customers
11883,0.0002613206,Train,3122.55,Train,3,At-Risk Low Engagement Customers
13294,6.136144e-05,Train,2402.47,Train,3,At-Risk Low Engagement Customers
12348,7.3352705e-05,Train,7447.05,Train,1,High-Revenue Enterprise Customers
13162,0.9985257,Train,267.53,Train,1,High-Revenue Enterprise Customers
11161,0.00028449245,Train,245.965,Train,2,High-Value Growth Customers
10912,0.0002045112,Train,6702.385,Train,1,High-Revenue Enterprise Customers
13086,0.9992428,Train,257.525,Train,3,At-Risk Low Engagement Customers
12663,0.007960726,Train,0.03,Train,3,At-Risk Low Engagement Customers
12184,0.00015678952,Train,25773.345,Train,2,High-Value Growth Customers
11326,0.00026355576,Train,547.025,Train,0,Mid-Tier Active Customers
11326,0.00026355576,Train,547.025,Train,0,Mid-Tier Active Customers
11326,0.00026355576,Train,547.025,Test,0,Mid-Tier Active Customers
11326,0.00026355576,Train,547.025,Test,0,Mid-Tier Active Customers
11369,0.000107032894,Train,17450.39,Train,2,High-Value Growth Customers
10539,0.00026220383,Train,26313.055,Train,2,High-Value Growth Customers
14970,0.0001662701,Train,14984.715,Train,1,High-Revenue Enterprise Customers
13553,0.9940303,Train,209.925,Train,3,At-Risk Low Engagement Customers
14857,0.006727356,Train,17.06,Train,3,At-Risk Low Engagement Customers
11683,0.00010525488,Train,1466.665,Train,0,Mid-Tier Active Customers
14301,0.002268304,Train,1278.795,Train,3,At-Risk Low Engagement Customers
12641,0.00016467793,Train,13335.86,Train,1,High-Revenue Enterprise Customers
11331,0.00012844078,Train,975.915,Train,0,Mid-Tier Active Customers
14005,8.002616e-05,Train,1904.97,Train,3,At-Risk Low Engagement Customers
10704,0.00014916228,Train,46.695,Train,0,Mid-Tier Active Customers
13798,7.0641894e-05,Train,3112.755,Test,0,Mid-Tier Active Customers
13139,0.00018972826,Train,48.855,Train,0,Mid-Tier Active Customers
11220,4.5052802e-05,Train,2059.695,Train,2,High-Value Growth Customers
11617,0.00025768584,Train,24562.845,Train,2,High-Value Growth Customers
11563,5.7215144e-05,Train,5133.2,Test,1,High-Revenue Enterprise Customers
11752,7.012676e-05,Train,19750.39,Train,2,High-Value Growth Customers
10290,5.4739616e-05,Train,3401.115,Train,2,High-Value Growth Customers
14055,0.0001624149,Train,4680.225,Train,1,High-Revenue Enterprise Customers
