Customer_ID,Churn_Probability,Dataset
12497,0.00053679163,Train
12659,0.00026209358,Train
12549,8.263612e-05,Train
14406,2.3209202e-05,Train
10011,0.010483159,Train
14276,0.00018658034,Train
14736,0.9981901,Train
14716,0.0001438748,Train
11122,0.00010866694,Train
13585,0.0006132325,Train
10606,0.00023361247,Train
13351,0.0027702963,Train
14499,0.0002480127,Train
14324,2.4593995e-05,Train
14453,7.07887e-05,Train
11388,0.00034505347,Train
14346,0.00015130486,Train
12080,5.185792e-05,Train
11719,5.501462e-05,Train
11941,0.0011183252,Train
10473,3.9935294e-05,Train
14458,4.5671957e-05,Train
11442,9.0893795e-05,Train
10195,4.1972256e-05,Train
14584,6.701718e-05,Train
12150,3.2451062e-05,Train
11258,0.0002025483,Train
13910,0.00027063885,Train
11452,8.413745e-05,Train
13008,0.00013310094,Train
12109,0.996151,Train
12437,0.9896181,Train
12103,6.806143e-05,Train
13647,0.0016331498,Train
10540,0.0009774412,Train
11443,8.520623e-05,Train
11329,0.0001055375,Train
14892,3.765982e-05,Train
11860,0.9972269,Train
12504,8.563208e-05,Train
12989,7.405251e-05,Train
12413,0.00035886746,Train
12649,6.7047855e-05,Train
13423,0.0016965162,Train
13397,0.00017663058,Train
12324,5.5552675e-05,Train
11890,0.9997398,Train
11746,0.00018740674,Train
12563,7.115587e-05,Train
11116,0.0001886026,Train
13315,0.0001651418,Train
10444,9.6127165e-05,Train
11446,0.000338197,Train
13975,8.007136e-05,Train
11390,0.0009776931,Train
10058,0.00032358084,Train
10176,5.4113167e-05,Train
11796,6.667188e-05,Train
10275,0.00036063747,Train
14662,0.98361444,Train
14967,0.00015738583,Train
10881,0.0002328,Train
12810,9.9339835e-05,Train
11214,0.9985746,Train
11514,2.9860636e-05,Train
14623,6.240036e-05,Train
10869,0.00058824226,Train
12948,9.35077e-05,Train
11298,0.0001507845,Train
14773,9.634401e-05,Train
12538,0.00048606214,Train
14524,5.639776e-05,Train
10802,0.9892347,Train
14217,0.0049460307,Train
14428,0.00012797877,Train
10265,0.00047987164,Train
12134,0.00019007213,Train
11722,0.00016723508,Train
12608,0.00010500617,Train
13964,5.7969086e-05,Train
12093,0.00071992015,Train
14455,5.9401114e-05,Train
14640,9.4470815e-05,Train
14297,0.9963276,Train
12938,0.0002670532,Train
10956,0.00015331557,Train
12090,0.99972826,Train
11517,3.3434935e-05,Train
13699,0.00011837626,Train
10322,0.002881888,Train
12758,0.00029934084,Train
12045,0.00012777514,Train
10874,0.0003919747,Train
14168,9.396499e-05,Train
12191,0.00010558128,Train
10062,8.155299e-05,Train
11027,8.436225e-05,Train
13701,3.3715547e-05,Train
12964,0.000113609574,Train
14409,0.9893456,Train
13688,0.00034159468,Train
14519,0.00020448623,Train
13495,3.7275327e-05,Train
10967,0.0013363257,Train
11567,3.6201953e-05,Train
11601,0.00017022782,Train
14203,0.00015364338,Train
11928,9.321995e-05,Train
14575,2.8882694e-05,Train
13894,0.024092156,Train
13491,0.0001870654,Train
14237,3.9502174e-05,Train
13924,0.00019344415,Train
11751,5.7283818e-05,Train
12638,4.0183302e-05,Train
10778,0.00013964075,Train
13663,0.00017489734,Train
11682,4.0075767e-05,Train
10101,0.99880075,Train
10276,0.995622,Train
12365,7.5446376e-05,Train
13606,6.15717e-05,Train
14371,4.223219e-05,Train
13284,3.5508878e-05,Train
14937,0.00037983982,Train
11575,5.3493168e-05,Train
12695,0.0010032672,Train
14858,3.727664e-05,Train
13503,6.275986e-05,Train
11001,0.0001728596,Train
11103,0.00019442994,Train
10136,9.2006085e-05,Train
12406,0.00024751402,Train
13731,5.199291e-05,Train
10229,4.3589764e-05,Train
12623,6.620614e-05,Train
10010,0.00086475484,Train
13596,0.00052258134,Train
12290,4.8378435e-05,Train
14911,6.242673e-05,Train
11229,0.00040310496,Train
11667,9.1357906e-05,Train
10751,0.000104578176,Train
10372,0.00015139795,Train
14202,0.00028021366,Train
11209,0.00020994573,Train
11770,0.00010746643,Train
10609,0.00072056777,Train
10757,0.9998233,Train
12516,0.00012480322,Train
13101,9.5437485e-05,Train
14295,0.00014911036,Train
10138,0.0009570523,Train
10560,0.9908937,Train
13061,0.00015924091,Train
12919,8.048811e-05,Train
13906,0.00031758053,Train
11919,0.0001137609,Train
13043,0.00014306589,Train
10714,0.000247873,Train
11294,0.008475589,Train
11537,5.982503e-05,Train
13147,0.00017548451,Train
13276,3.949272e-05,Train
12142,0.00068713666,Train
10253,0.007852902,Train
13787,7.081098e-05,Train
13888,0.00062062225,Train
11953,7.416296e-05,Train
10016,0.000103382205,Train
11255,0.00014858607,Train
14874,0.0059587266,Train
13049,7.780416e-05,Train
13248,0.00039451243,Train
14187,0.00019891933,Train
12352,4.7063157e-05,Train
10669,6.3318745e-05,Train
10879,0.99898964,Train
10459,4.543026e-05,Train
14906,0.00035726905,Train
14334,0.016747333,Train
12893,7.949345e-05,Train
11745,0.0002889751,Train
11352,0.0001522251,Train
11775,5.594667e-05,Train
11630,0.00024980682,Train
14161,0.99887925,Train
12421,0.000106643325,Train
12616,0.00014675711,Train
10172,0.00055481296,Train
13362,0.007339497,Train
12505,5.519518e-05,Train
13666,0.9744986,Train
10703,0.00010228718,Train
11118,0.00018162129,Train
12680,0.00038363523,Train
11697,0.0002975176,Train
11951,0.9993175,Train
14517,0.0021520415,Train
11648,5.480161e-05,Train
12598,0.00024323494,Train
13767,0.99354595,Train
11456,5.3824442e-05,Train
10431,0.0003421318,Train
12407,0.97859186,Train
13192,0.00023794657,Train
11079,0.00012915654,Train
12082,8.7724904e-05,Train
11814,7.662971e-05,Train
12448,0.9995907,Train
13922,0.0072059664,Train
14456,0.9997081,Train
13054,0.00039302258,Train
13848,0.0030557823,Train
12268,0.0036492033,Train
12221,0.9992642,Train
12302,0.00060593855,Train
12340,0.00028675183,Train
10918,8.608714e-05,Train
11018,3.6744164e-05,Train
13917,0.0001954392,Train
11882,0.0011614392,Train
14878,6.3537394e-05,Train
14618,0.00012636934,Train
14363,5.029477e-05,Train
14587,0.0001675332,Train
12821,8.810198e-05,Train
12732,5.5160817e-05,Train
14270,0.0028336868,Train
12846,0.000103365455,Train
11883,0.0002613206,Train
13294,6.136144e-05,Train
12348,7.3352705e-05,Train
13162,0.9985257,Train
11161,0.00028449245,Train
10912,0.0002045112,Train
13086,0.9992428,Train
12663,0.007960726,Train
12184,0.00015678952,Train
11326,0.00026355576,Train
11369,0.000107032894,Train
10539,0.00026220383,Train
14970,0.0001662701,Train
13553,0.9940303,Train
14857,0.006727356,Train
11683,0.00010525488,Train
14301,0.002268304,Train
12641,0.00016467793,Train
11331,0.00012844078,Train
14005,8.002616e-05,Train
10704,0.00014916228,Train
13798,7.0641894e-05,Train
13139,0.00018972826,Train
11220,4.5052802e-05,Train
11617,0.00025768584,Train
11563,5.7215144e-05,Train
11752,7.012676e-05,Train
10290,5.4739616e-05,Train
14055,0.0001624149,Train
13927,0.00017987289,Train
13692,9.248205e-05,Train
11095,0.00017287608,Train
10479,4.654341e-05,Train
10594,0.00029938848,Train
12860,0.99673116,Train
13170,9.4424344e-05,Train
10076,5.1958257e-05,Train
13747,0.00016327045,Train
11623,0.00010090357,Train
14088,5.281632e-05,Train
11977,6.827596e-05,Train
14542,5.48036e-05,Train
11973,0.0013871229,Train
11817,0.00013893814,Train
14152,0.9998196,Train
13037,7.556338e-05,Train
10451,0.00012608996,Train
13207,0.0001065496,Train
11340,0.995688,Train
11197,4.3246393e-05,Train
13471,0.9990096,Train
10366,0.99955255,Train
14493,7.681775e-05,Train
13613,4.7369653e-05,Train
14170,0.00010916327,Train
13638,0.00017277902,Train
12787,0.0021341648,Train
14593,0.00020686677,Train
12307,0.9989121,Train
11076,0.9940904,Train
10185,0.00016026897,Train
13791,7.298096e-05,Train
14673,3.3390803e-05,Train
11172,7.6294746e-05,Train
12139,0.000111013134,Train
12315,0.9953551,Train
10890,8.6438136e-05,Train
12327,2.5802437e-05,Train
14781,0.0045253094,Train
12365,7.5446376e-05,Train
11968,0.00024334117,Train
10264,6.400316e-05,Train
11435,3.863118e-05,Train
11156,7.2265575e-05,Train
14271,7.507347e-05,Train
14454,0.0001330578,Train
10474,2.4939864e-05,Train
13564,0.0005953563,Train
12524,0.0058930265,Train
14177,6.2216575e-05,Train
12507,0.00017311971,Train
12523,0.9997837,Train
11477,0.0006206622,Train
10886,0.0003532621,Train
10550,7.266589e-05,Train
14545,0.9955271,Train
14629,4.9841423e-05,Train
14986,0.9985489,Train
10494,0.99963045,Train
13559,0.9619768,Train
14087,0.9997359,Train
13761,3.1756423e-05,Train
13172,0.00019267763,Train
10613,0.00015013774,Train
10660,0.9989293,Train
10255,6.1300736e-05,Train
10868,4.7973823e-05,Train
11069,6.101298e-05,Train
12347,0.00062329386,Train
14127,0.004283869,Train
11896,7.669931e-05,Train
11082,0.0004120959,Train
14472,8.6992324e-05,Train
10647,9.0842754e-05,Train
10237,0.0022307753,Train
11609,0.001018225,Train
11661,7.552923e-05,Train
14385,0.99293315,Train
14706,6.308928e-05,Train
12863,0.9998529,Train
11313,6.8708665e-05,Train
13783,0.99864525,Train
13555,5.4289467e-05,Train
13450,0.0032138007,Train
12077,0.9970741,Train
13556,6.333227e-05,Train
11624,3.7500948e-05,Train
12102,4.6719953e-05,Train
14013,0.0001243339,Train
13435,0.00035946377,Train
14222,8.945078e-05,Train
11920,0.0017598673,Train
12646,0.00020119727,Train
14182,6.3547515e-05,Train
12175,0.9997634,Train
11213,0.00011476811,Train
14551,5.8483525e-05,Train
13436,4.0188977e-05,Train
12436,0.0001623008,Train
12619,0.00014514293,Train
14015,0.00018851199,Train
14707,0.00010045168,Train
13879,0.00012373993,Train
14658,5.9824342e-05,Train
13696,0.00018144872,Train
12559,0.98935986,Train
10488,0.00084527355,Train
10718,0.0002517296,Train
13249,0.00012085967,Train
11605,7.516193e-05,Train
13687,0.9997869,Train
12603,0.99982387,Train
12216,0.0008577311,Train
12905,0.99938,Train
11293,7.6660486e-05,Train
11368,8.979632e-05,Train
13643,5.4623488e-05,Train
11856,0.00016723524,Train
10765,0.00015889539,Train
13129,0.9866089,Train
11644,0.0002728782,Train
12765,5.820767e-05,Train
14172,8.610709e-05,Train
12972,0.00025281892,Train
12230,9.959488e-05,Train
10663,0.00013750902,Train
12153,0.00017621693,Train
10419,6.8789894e-05,Train
10050,0.9985384,Train
10528,8.541693e-05,Train
13799,0.00011737377,Train
11464,0.0011855966,Train
14938,0.00055360486,Train
11866,0.0002434145,Train
14754,0.9997762,Train
13795,0.00010762795,Train
13634,0.9992644,Train
14061,0.00060003635,Train
12880,0.00023566776,Train
10824,0.00016008249,Train
13926,0.0036969236,Train
12843,0.9991405,Train
12287,7.0496e-05,Train
14193,0.0001651429,Train
12898,7.988816e-05,Train
10174,0.00014928322,Train
14125,0.00040810168,Train
12825,0.000110307825,Train
11542,0.00011243838,Train
11041,0.0001701209,Train
13492,5.3530362e-05,Train
12185,0.99952555,Train
12295,0.0024743397,Train
14171,0.00050641963,Train
13754,6.653316e-05,Train
10117,0.00013962502,Train
10856,0.99960095,Train
12883,0.00045559637,Train
12828,8.860049e-05,Train
11724,7.745866e-05,Train
12511,0.0002707106,Train
13743,6.9477566e-05,Train
11741,0.0001287056,Train
11275,0.0016744487,Train
14778,0.00012924316,Train
10178,0.0008544864,Train
13562,0.030361367,Train
11877,6.505279e-05,Train
14286,0.0002893771,Train
12988,0.0001046487,Train
13706,8.501712e-05,Train
10686,0.00057613384,Train
13052,0.00016430557,Train
10323,0.0074286647,Train
11926,0.00013701805,Train
10858,9.8563454e-05,Train
14311,0.0030475366,Train
10135,9.280362e-05,Train
12566,0.9982539,Train
10857,8.484347e-05,Train
13149,9.5150695e-05,Train
11865,0.00019883265,Train
10650,9.486369e-05,Train
12159,0.0007953581,Train
10748,0.00033061794,Train
14275,3.3284618e-05,Train
10574,0.0006019429,Train
14313,0.00010777285,Train
13042,8.763669e-05,Train
11159,0.99978787,Train
12885,7.837456e-05,Train
13319,0.00038525937,Train
14283,0.00020655773,Train
14159,0.0043262737,Train
14520,9.11541e-05,Train
13399,0.0027548687,Train
14740,0.0001477442,Train
12728,5.6583878e-05,Train
13470,0.00017463056,Train
10389,0.0002653426,Train
14705,0.00010493229,Train
11892,0.0003797763,Train
13801,6.5453714e-05,Train
10644,6.098384e-05,Train
13313,0.99968517,Train
12562,0.00020294555,Train
14746,7.137816e-05,Train
11956,0.00039824404,Train
14649,0.0031547516,Train
11185,9.2425624e-05,Train
13909,0.9993284,Train
14491,0.00080434454,Train
11619,0.0006660643,Train
10674,0.0001782249,Train
13011,6.376368e-05,Train
10211,0.00018430945,Train
13047,0.000831863,Train
12726,9.9319e-05,Train
14507,0.9937675,Train
14304,0.0014126,Train
12490,9.618511e-05,Train
13046,9.50892e-05,Train
14210,7.912944e-05,Train
14713,0.0019924925,Train
11632,0.00013089855,Train
10941,0.000117003096,Train
14679,8.247152e-05,Train
13289,0.000118740856,Train
12244,7.8300305e-05,Train
10126,5.5139044e-05,Train
14692,4.8151844e-05,Train
11179,0.00015944922,Train
14794,6.023019e-05,Train
11211,7.974864e-05,Train
14775,0.0006504206,Train
12947,0.0021959206,Train
13494,0.99622065,Train
10067,4.5067925e-05,Train
10120,0.00065746,Train
11499,0.00015264573,Train
14632,0.9886457,Train
11024,0.0066488995,Train
10281,6.234451e-05,Train
12778,0.002063461,Train
14796,3.5950463e-05,Train
13195,0.0018066372,Train
12930,0.00013478838,Train
10468,3.9301114e-05,Train
12501,3.3363496e-05,Train
13312,0.0022891664,Train
12460,0.016847923,Train
11356,7.200404e-05,Train
11690,0.00020597107,Train
10427,4.427613e-05,Train
13328,0.0048433635,Train
14420,0.01126096,Train
11398,0.00015186539,Train
12016,0.97722334,Train
12949,5.454926e-05,Train
11634,9.493219e-05,Train
11243,0.00096580834,Train
10582,4.5260753e-05,Train
12568,0.00021086515,Train
14866,0.00034639804,Train
11906,0.0005346001,Train
12419,9.750645e-05,Train
14971,0.00016896824,Train
11222,0.000104026476,Train
10867,8.443033e-05,Train
14215,0.000106596555,Train
11554,0.99988663,Train
13524,0.002880432,Train
10335,0.0006370127,Train
13326,0.00045638788,Train
12617,0.00018830218,Train
14240,4.3874184e-05,Train
10998,0.00014728647,Train
10258,0.00010984482,Train
12621,7.987118e-05,Train
14108,0.00010052575,Train
11852,0.00014036644,Train
14867,0.00022359836,Train
12694,0.00019723993,Train
12567,8.075136e-05,Train
14103,0.0001613046,Train
13501,0.00020106991,Train
11373,0.99668473,Train
12338,0.00014728746,Train
11721,0.00016822874,Train
12228,0.00014525797,Train
11850,3.424275e-05,Train
11847,0.99039066,Train
13456,3.949295e-05,Train
14690,3.0907304e-05,Train
12871,7.450157e-05,Train
14274,4.5675617e-05,Train
11386,0.000108637614,Train
10975,0.9997615,Train
11650,0.00017758198,Train
14952,0.00034448566,Train
14945,8.552876e-05,Train
13781,7.552469e-05,Train
12982,0.001622896,Train
13724,0.0019599148,Train
14936,6.90653e-05,Train
12929,0.9996946,Train
10906,4.24512e-05,Train
11460,0.998254,Train
14884,0.99979085,Train
10850,0.0001570448,Train
14450,5.9544825e-05,Train
14164,0.00011896776,Train
10752,0.0001727245,Train
12285,7.212355e-05,Train
10572,0.99981815,Train
10272,6.559243e-05,Train
10581,0.00023685624,Train
12181,0.00014258717,Train
13327,0.00043329285,Train
12368,0.0005696067,Train
12795,7.244007e-05,Train
13365,0.0005102742,Train
11808,0.0010198705,Train
14613,0.00042036056,Train
13444,0.0033536684,Train
14037,0.015825177,Train
12756,7.826052e-05,Train
10896,7.5390926e-05,Train
11781,0.00014516465,Train
12385,7.3937e-05,Train
11789,0.0005079911,Train
14143,0.00076662295,Train
11072,5.424357e-05,Train
12544,3.414069e-05,Train
11529,6.179752e-05,Train
10843,0.9982613,Train
13233,0.00073978055,Train
10947,0.00028586277,Train
12653,0.0002866619,Train
14040,8.003212e-05,Train
11943,0.99928147,Train
11306,0.00015663219,Train
14978,0.9894845,Train
13107,0.0023107675,Train
10799,0.0002346449,Train
11216,0.00032402412,Train
13173,4.9606846e-05,Train
11048,3.4799396e-05,Train
13841,8.601369e-05,Train
13919,5.002666e-05,Train
10183,9.019821e-05,Train
10121,9.11156e-05,Train
11792,0.9909831,Train
11372,0.00021788485,Train
13534,5.8104513e-05,Train
13693,0.00019711153,Train
12022,0.99898666,Train
14300,0.00017030949,Train
13807,0.0003722143,Train
14515,4.050942e-05,Train
12955,0.00044098505,Train
14487,0.00012460523,Train
12417,0.00027086653,Train
14376,0.000107169864,Train
10333,0.0041943197,Train
13282,0.00012552159,Train
11188,0.0025041553,Train
10380,0.00033576952,Train
10227,0.00013267391,Train
12760,0.0012786594,Train
12376,0.00014254544,Train
13856,6.82699e-05,Train
14014,0.00013266443,Train
14330,0.00073024613,Train
10377,0.00026272182,Train
13500,0.00019054137,Train
13196,0.9983943,Train
14958,7.15029e-05,Train
12801,0.00023368599,Train
11845,9.7483666e-05,Train
10430,6.763461e-05,Train
10387,0.0001110143,Train
11642,0.0005961975,Train
11328,0.00013728708,Train
12199,7.635916e-05,Train
13689,0.0001457273,Train
14592,0.00028551384,Train
12224,0.00013134177,Train
13856,6.82699e-05,Train
11203,0.00018770719,Train
13939,0.00014615146,Train
14247,0.00035803264,Train
12257,0.00016613396,Train
14665,0.0015340508,Train
14806,4.038079e-05,Train
11769,0.0032347592,Train
10293,0.00027418294,Train
12308,0.99964845,Train
14130,0.000386952,Train
11797,0.00014025807,Train
14097,0.00011469525,Train
14996,0.00023537627,Train
10585,0.0006704192,Train
14838,0.0002246823,Train
14026,0.0001030862,Train
13962,0.00013404396,Train
14956,9.015994e-05,Train
11654,2.67785e-05,Train
14728,0.00081838504,Train
14190,0.9984126,Train
14941,0.0073144194,Train
11932,8.093529e-05,Train
11392,0.00012825671,Train
10965,0.0004753726,Train
13512,0.0003517299,Train
10813,0.00030889417,Train
12018,0.0001759285,Train
14475,0.99947935,Train
12625,6.466129e-05,Train
12441,0.0019311523,Train
13875,0.00015607341,Train
13646,9.486622e-05,Train
10950,0.0022987342,Train
14174,0.0014206013,Train
14983,0.0013982734,Train
13657,0.0001366582,Train
11327,0.004359664,Train
10201,0.00097345427,Train
10526,0.0019142029,Train
13779,0.00013355163,Train
12917,5.771364e-05,Train
10884,0.00012382185,Train
10675,5.926074e-05,Train
14378,3.3165325e-05,Train
12826,2.7650103e-05,Train
10684,0.017698707,Train
14727,0.00022361797,Train
13128,9.827186e-05,Train
10731,0.000546282,Train
12137,4.3526998e-05,Train
14905,2.829367e-05,Train
11266,7.7216544e-05,Train
13178,0.0023575255,Train
12114,0.00010765228,Train
13601,7.420478e-05,Train
12999,0.000522986,Train
10498,0.00017326488,Train
13138,6.250267e-05,Train
12980,6.771463e-05,Train
11093,4.1454023e-05,Train
12908,0.8681625,Train
11136,0.009431731,Train
13893,0.002000282,Train
13669,0.00043418058,Train
11335,4.258078e-05,Train
13274,0.00013240712,Train
11102,0.0008221113,Train
13792,0.9735883,Train
13468,0.0005244336,Train
10800,0.0039142957,Train
14419,5.8515383e-05,Train
14805,0.00015999476,Train
11584,3.9849092e-05,Train
11636,0.0017079382,Train
12235,4.5396828e-05,Train
13402,0.0003136613,Train
12723,0.9988655,Train
14804,0.00031258183,Train
10071,0.0004038304,Train
13098,0.0008630205,Train
11628,4.069159e-05,Train
12939,3.5024823e-05,Train
11086,0.00011932746,Train
11285,6.474749e-05,Train
13852,0.00018572163,Train
10712,0.00045089523,Train
13695,0.00030865512,Train
12854,0.00038427705,Train
11870,0.00068345934,Train
13490,0.000293756,Train
10188,0.00012334363,Train
13385,9.061461e-05,Train
11205,0.00025421576,Train
14985,0.99931,Train
12838,7.068576e-05,Train
11123,0.00015809019,Train
13812,5.5424247e-05,Train
12427,4.5835928e-05,Train
13737,6.496284e-05,Train
14711,0.0002445336,Train
13102,7.640957e-05,Train
10156,0.00012498615,Train
13136,0.00029294298,Train
11144,6.440799e-05,Train
12143,5.429066e-05,Train
11424,0.00076094683,Train
13660,3.945248e-05,Train
13677,0.006978161,Train
11917,5.4905973e-05,Train
13890,7.05677e-05,Train
12527,0.0008740049,Train
10235,0.00019946611,Train
10081,0.00018287262,Train
13532,0.00031450423,Train
13674,0.0014022038,Train
13234,5.9256556e-05,Train
11278,5.9962043e-05,Train
12051,0.00012850693,Train
10403,0.00020208069,Train
14134,0.0011411579,Train
11976,0.00014486417,Train
13023,7.4931995e-05,Train
10301,0.0003745247,Train
13041,0.0003412376,Train
14468,2.4769846e-05,Train
10565,0.00013456467,Train
13621,0.0014557927,Train
13157,0.00022652572,Train
13618,5.7895166e-05,Train
14995,0.00016070755,Train
12639,8.870557e-05,Train
11569,0.0003435893,Train
12992,6.1887215e-05,Train
14223,0.00010933319,Train
12321,6.8692025e-05,Train
10698,0.0015809415,Train
11064,0.0005207706,Train
14627,4.9283855e-05,Train
12123,0.0002774939,Train
11367,2.2774027e-05,Train
10259,6.639842e-05,Train
14360,0.00013590242,Train
14567,0.98940325,Train
13334,4.4919638e-05,Train
13325,3.4541008e-05,Train
11231,0.00040418355,Train
14514,4.608422e-05,Train
11008,0.9863988,Train
11701,0.00019326678,Train
12154,8.522207e-05,Train
12729,0.9995957,Train
14814,7.428102e-05,Train
14979,0.00021028171,Train
13918,0.009600072,Train
13184,0.000152629,Train
13721,0.00010580291,Train
12858,0.027105816,Train
14619,0.0004272203,Train
12292,4.3653366e-05,Train
14799,0.0006461848,Train
11979,0.0002722265,Train
12692,0.001082158,Train
10483,0.9936586,Train
10670,0.9997553,Train
14734,0.00011143196,Train
14233,3.7663194e-05,Train
11733,0.0013031183,Train
11714,7.0007896e-05,Train
14106,0.00012269482,Train
14664,0.0001508508,Train
13997,9.4855095e-05,Train
13770,4.6673995e-05,Train
10940,5.264881e-05,Train
13462,0.00078679126,Train
13041,0.0003412376,Train
12620,0.9944184,Train
11727,0.00010599539,Train
11141,0.00071851816,Train
11017,3.0991745e-05,Train
14287,3.9243736e-05,Train
14231,0.99910945,Train
14790,0.0031641708,Train
14232,5.9342965e-05,Train
14783,0.9951981,Train
14389,0.005665525,Train
13208,0.000100522775,Train
12804,0.0014315861,Train
13214,4.5051427e-05,Train
13302,0.00019759909,Train
13354,0.0073706596,Train
10627,3.782618e-05,Train
14257,6.2070205e-05,Train
14948,0.0002455834,Train
10681,3.2659882e-05,Train
10248,0.0011321855,Train
12149,0.0002569719,Train
13984,0.0005458367,Train
14320,0.0007873054,Train
13548,0.00063356786,Train
10925,0.00014185742,Train
11053,0.00017732091,Train
10903,0.00016495892,Train
11509,6.0849885e-05,Train
11955,0.9990584,Train
11729,0.000116422045,Train
13255,4.5474866e-05,Train
10624,0.99940586,Train
11900,7.9932666e-05,Train
10191,4.847158e-05,Train
10862,0.00029338794,Train
11766,3.5701574e-05,Train
12654,0.0008868542,Train
12277,0.00024452477,Train
14624,8.1940576e-05,Train
13329,7.0160204e-05,Train
10476,0.0011162705,Train
13697,6.0581693e-05,Train
10261,0.00010713911,Train
14234,0.00018359612,Train
11475,0.0005520649,Train
11927,0.9945437,Train
12875,7.1221235e-05,Train
11594,0.0049449136,Train
10432,6.476688e-05,Train
10088,0.9996207,Train
13366,0.00072949496,Train
12163,0.99880695,Train
14776,5.2558167e-05,Train
14194,0.000172752,Train
13489,8.270921e-05,Train
13622,2.8605375e-05,Train
12429,6.578135e-05,Train
11864,0.9993812,Train
13960,0.00038078157,Train
11694,0.00036260596,Train
10004,0.000103034494,Train
14771,0.00023571271,Train
14785,0.00019784305,Train
10562,9.4482624e-05,Train
14476,0.004677265,Train
14676,0.000112131944,Train
11269,0.0007436104,Train
14205,6.1689e-05,Train
11658,0.00055165385,Train
13720,0.0007611565,Train
13959,7.006486e-05,Train
14823,0.00019633086,Train
12923,9.4600364e-05,Train
13510,0.00013609408,Train
12255,7.1027054e-05,Train
11059,0.0009392604,Train
13235,0.0012914976,Train
13628,5.8501708e-05,Train
12633,0.0060567814,Train
14129,0.00010525208,Train
10287,5.8193065e-05,Train
13681,7.534514e-05,Train
10308,0.00013041814,Train
12717,0.99943286,Train
13480,0.00023381326,Train
12072,0.9970253,Train
12546,0.00018049551,Train
10288,0.00028701604,Train
13296,8.71426e-05,Train
11656,0.99944323,Train
11304,8.6903194e-05,Train
13182,6.380596e-05,Train
12559,0.98764485,Train
14816,6.9938564e-05,Train
14598,0.000120138204,Train
14972,7.678823e-05,Train
11997,6.319659e-05,Train
10733,7.13387e-05,Train
11685,3.672661e-05,Train
12856,9.391519e-05,Train
13168,4.139007e-05,Train
11267,0.00024158772,Train
14188,4.778685e-05,Train
10475,0.00023111167,Train
11853,0.0007521621,Train
12256,0.0021190634,Train
14516,0.00037581476,Train
11260,0.010171151,Train
13407,0.99963963,Train
13915,0.0001999513,Train
11771,0.001671105,Train
11905,0.00014272143,Train
13849,0.00017251908,Train
14741,6.813917e-05,Train
11660,0.00011970434,Train
11319,0.00014734478,Train
13099,0.00041676656,Train
12269,0.00011280082,Train
10442,0.00022559718,Train
11831,0.00016136828,Train
10461,0.0037368704,Train
12957,0.00023038434,Train
13755,0.0019982366,Train
